,
nf_xx,หน่วยที่ใช้ ตัวเลขคือเดือน
f_bg_xx,จ่ายค่าไฟ โดยเงินงบประมาณ
f_fr_xx,จ่ายค่าไฟ โดยเงินโครงการเรียนฟรี
f_rd_xx,จ่ายค่าไฟ โดยเงินรายได้สถานศึกษา
f_no_xx,ไม่จ่ายค่าไฟ ค้างจ่าย
