per_code,moe_code,stu_a3,stu_a1,stu_a2,stu_p1,stu_p2,stu_p3,stu_p4,stu_p5,stu_p6,stu_m1,stu_m2,stu_m3,stu_m4,stu_m5,stu_m6,stu_c1,stu_c2,stu_c3,room_a3,room_a1,room_a2,room_p1,room_p2,room_p3,room_p4,room_p5,room_p6,room_m1,room_m2,room_m3,room_m4,room_m5,room_m6,room_c1,room_c2,room_c3,room_real,student_real,room_stand,size_school,room_a3s,room_a1s,room_a2s,room_p1s,room_p2s,room_p3s,room_p4s,room_p5s,room_p6s,room_m1s,room_m2s,room_m3s,room_m4s,room_m5s,room_m6s,room_c1s,room_c2s,room_c3s
201126,1030201126,0,2,2,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,14,6,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
201127,1030201127,0,40,31,28,25,30,32,40,40,32,27,24,0,0,0,0,0,0,0,2,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,14,349,12,4,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201129,1030201129,0,22,34,31,43,22,45,44,31,29,31,16,0,0,0,0,0,0,0,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,15,348,14,4,0,1,1,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0
201131,1030201131,0,5,5,10,9,9,6,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,62,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201133,1030201133,0,18,65,61,64,63,47,68,72,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,15,458,15,4,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
201132,1030201132,0,24,28,29,33,29,45,27,23,46,32,18,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,13,334,13,4,0,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0
201134,1030201134,5,10,6,8,7,7,9,13,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,70,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201135,1030201135,0,28,27,25,35,30,36,26,44,28,21,12,0,0,0,0,0,0,0,1,1,1,2,2,2,1,2,1,1,1,0,0,0,0,0,0,15,312,12,4,0,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0
201136,1030201136,0,23,26,24,22,35,42,25,31,27,33,23,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,12,311,12,4,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0
201124,1030201124,0,20,20,20,11,26,22,19,17,25,18,16,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,214,11,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201121,1030201121,0,0,0,5,11,4,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,36,6,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201123,1030201123,1,4,17,11,17,9,13,6,13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,91,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201122,1030201122,12,15,9,15,18,15,7,19,10,11,13,13,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,157,12,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201120,1030201120,0,31,30,28,25,26,28,29,28,20,20,24,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,289,12,3,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201119,1030201119,9,11,11,9,10,12,19,14,16,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,111,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201114,1030201114,0,2,4,3,4,2,3,3,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,27,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201115,1030201115,16,14,12,8,19,15,15,25,19,14,23,22,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,202,12,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201116,1030201116,0,88,108,128,163,133,181,146,137,0,0,0,0,0,0,0,0,0,0,4,4,5,6,5,6,5,5,0,0,0,0,0,0,0,0,0,40,1084,32,5,0,3,3,4,5,4,5,4,4,0,0,0,0,0,0,0,0,0
201302,1030201302,9,5,9,15,10,10,19,13,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,99,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201307,1030201307,0,17,16,9,11,20,18,12,22,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,125,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201318,1030201318,0,5,10,9,13,12,7,14,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,81,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201320,1030201320,0,5,4,3,6,5,6,8,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,39,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201301,1030201301,0,6,3,2,3,4,5,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,28,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201304,1030201304,0,34,30,30,53,48,41,47,30,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,16,313,13,4,0,2,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0
201305,1030201305,0,14,11,7,9,13,10,8,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,81,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201303,1030201303,12,13,11,12,13,14,12,13,13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,113,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201306,1030201306,3,10,10,3,6,8,9,17,11,15,6,8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,106,12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201314,1030201314,10,10,10,13,11,6,6,7,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,77,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201319,1030201319,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201308,1030201308,0,39,33,44,48,38,38,38,27,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,10,305,11,4,0,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
201309,1030201309,0,19,16,25,24,22,27,19,22,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,174,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201310,1030201310,4,9,7,2,4,14,3,4,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,55,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201311,1030201311,0,19,25,25,18,19,23,29,24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,182,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201312,1030201312,4,14,6,7,8,5,4,7,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,66,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201313,1030201313,0,18,15,22,14,10,7,14,19,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,119,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201315,1030201315,0,13,20,15,11,17,16,14,16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,122,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201316,1030201316,0,5,4,8,8,9,6,15,14,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,69,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201317,1030201317,0,11,21,25,23,30,18,22,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,167,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200150,1030200150,5,8,11,15,11,11,9,14,20,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,104,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200152,1030200152,15,21,21,19,21,17,26,21,19,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,180,9,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200153,1030200153,0,7,11,12,14,12,7,17,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,91,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200155,1030200155,10,5,3,3,5,7,8,10,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,60,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200156,1030200156,6,13,17,12,8,17,9,17,9,7,7,11,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,133,12,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200157,1030200157,13,25,28,14,27,18,27,27,21,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,200,9,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200154,1030200154,0,5,13,9,8,16,11,16,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,95,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200176,1030200176,2,14,21,20,19,14,22,26,16,26,17,22,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,219,12,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200177,1030200177,7,7,5,7,4,6,8,8,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,61,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200178,1030200178,0,0,1,1,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,10,5,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
200151,1030200151,8,4,10,12,7,11,13,12,19,20,15,7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,138,12,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200138,1030200138,9,20,22,18,14,26,18,19,9,28,28,23,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,234,12,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200139,1030200139,12,17,15,9,14,10,14,9,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,111,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200142,1030200142,0,32,27,32,24,27,29,31,30,22,23,16,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,293,12,3,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200144,1030200144,14,15,13,15,16,9,18,14,13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,127,9,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200147,1030200147,0,19,17,17,19,16,14,15,16,9,11,20,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,173,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200146,1030200146,0,14,10,28,19,9,18,13,14,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,125,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200174,1030200174,0,34,30,40,39,28,40,41,42,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,15,294,11,3,0,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
200175,1030200175,7,5,11,10,8,11,10,18,9,4,8,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,106,12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200173,1030200173,0,20,14,18,16,18,20,16,24,17,14,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,190,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200148,1030200148,1,2,2,7,6,8,2,9,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,42,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200140,1030200140,0,20,17,24,16,16,28,27,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,165,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200141,1030200141,0,39,37,77,83,63,91,91,65,0,0,0,0,0,0,0,0,0,0,2,1,3,3,2,3,3,2,0,0,0,0,0,0,0,0,0,19,546,18,5,0,2,1,2,3,2,3,3,2,0,0,0,0,0,0,0,0,0
200170,1030200170,0,14,17,8,7,10,17,19,18,21,19,26,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,176,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200171,1030200171,9,12,13,18,20,10,20,20,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,134,9,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200168,1030200168,24,20,28,19,23,18,26,22,30,70,52,53,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,15,385,15,4,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
200169,1030200169,8,12,7,7,11,13,19,12,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,100,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200135,1030200135,9,25,28,25,26,33,26,32,25,44,32,32,0,0,0,0,0,0,1,1,1,1,1,2,1,2,1,2,1,2,0,0,0,0,0,0,16,337,13,4,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0
200130,1030200130,7,10,10,7,9,14,7,16,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,84,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200143,1030200143,0,16,6,9,11,17,10,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,93,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200145,1030200145,0,11,17,11,9,6,13,15,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,93,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200137,1030200137,0,66,67,100,140,137,153,197,168,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,5,5,5,0,0,0,0,0,0,0,0,0,32,1028,30,5,0,3,2,3,4,4,4,5,5,0,0,0,0,0,0,0,0,0
200149,1030200149,0,9,6,9,10,6,7,8,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,58,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200158,1030200158,0,9,11,10,13,14,14,9,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,91,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200159,1030200159,3,8,9,13,13,9,15,14,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,96,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200161,1030200161,2,14,10,14,16,10,13,15,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,102,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200164,1030200164,3,17,17,20,18,12,16,15,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,128,9,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200136,1030200136,0,14,18,11,16,15,10,17,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,108,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200129,1030200129,0,11,14,13,21,14,16,18,10,17,16,17,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,167,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200131,1030200131,0,8,4,7,7,10,8,8,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,60,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200132,1030200132,0,6,5,5,4,10,3,5,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,42,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200133,1030200133,0,17,15,15,14,17,21,16,8,9,10,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,156,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200134,1030200134,0,13,13,16,14,9,14,11,9,13,10,15,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,137,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200160,1030200160,9,11,10,15,8,5,12,13,15,18,16,18,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,150,12,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200165,1030200165,20,22,27,41,40,42,45,61,37,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,15,335,13,4,1,1,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0
200162,1030200162,0,14,18,14,22,24,24,32,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,168,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200163,1030200163,12,13,9,6,5,15,8,9,7,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,84,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200166,1030200166,16,14,22,14,12,19,18,22,15,21,14,7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,194,12,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
200167,1030200167,8,14,5,8,7,3,12,7,13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,77,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
200172,1030200172,7,12,11,14,13,17,13,20,17,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,124,9,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201078,1030201078,1,19,15,22,22,23,23,34,17,31,28,27,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,262,12,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201079,1030201079,2,10,11,11,10,10,16,9,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,85,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201080,1030201080,0,23,15,28,25,25,23,32,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,191,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201081,1030201081,3,5,13,11,9,11,6,5,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,75,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201082,1030201082,7,17,12,15,16,16,18,21,14,12,11,21,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,180,12,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201084,1030201084,0,27,26,16,22,19,17,21,15,16,14,9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,202,11,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201100,1030201100,2,11,21,16,10,19,24,15,18,23,10,13,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,182,12,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201087,1030201087,0,64,69,62,75,94,81,73,86,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,23,604,20,5,0,3,2,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0
201088,1030201088,0,2,9,9,6,10,8,18,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,69,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201090,1030201090,0,11,13,9,13,11,7,10,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,82,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201089,1030201089,0,37,35,47,36,34,41,53,28,28,39,22,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,20,400,15,4,0,2,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0
201091,1030201091,5,1,4,10,8,9,6,4,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,53,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201092,1030201092,0,16,18,21,14,23,22,23,11,23,24,21,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,216,11,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201095,1030201095,0,9,10,7,11,10,10,19,10,8,7,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,111,11,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201094,1030201094,0,15,10,12,10,16,17,19,15,13,9,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,146,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201106,1030201106,0,6,10,18,12,12,8,12,15,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,93,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201083,1030201083,0,31,30,23,17,31,36,33,23,16,15,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,269,12,3,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201085,1030201085,0,23,24,36,24,27,28,27,26,54,50,31,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,2,2,2,0,0,0,0,0,0,15,350,13,4,0,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0
201086,1030201086,0,13,12,13,15,17,14,13,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,114,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201096,1030201096,0,16,24,22,23,18,12,9,16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,140,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
201098,1030201098,0,27,29,17,31,27,20,38,24,21,20,17,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,271,11,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
201099,1030201099,0,18,22,17,24,23,21,17,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,162,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
