per_code,moe_code,stu_a3,stu_a1,stu_a2,stu_p1,stu_p2,stu_p3,stu_p4,stu_p5,stu_p6,stu_m1,stu_m2,stu_m3,stu_m4,stu_m5,stu_m6,stu_c1,stu_c2,stu_c3,room_a3,room_a1,room_a2,room_p1,room_p2,room_p3,room_p4,room_p5,room_p6,room_m1,room_m2,room_m3,room_m4,room_m5,room_m6,room_c1,room_c2,room_c3,room_real,student_real,room_stand,size_school,room_a3s,room_a1s,room_a2s,room_p1s,room_p2s,room_p3s,room_p4s,room_p5s,room_p6s,room_m1s,room_m2s,room_m3s,room_m4s,room_m5s,room_m6s,room_c1s,room_c2s,room_c3s
540235,1047540235,0,5,11,13,5,16,14,10,16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,90,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540230,1047540230,0,7,15,9,13,8,9,11,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,85,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540231,1047540231,0,1,1,1,1,5,2,5,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,18,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540217,1047540217,0,14,20,22,14,17,20,21,15,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,143,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540218,1047540218,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
540219,1047540219,0,8,13,10,16,12,6,6,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,80,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540232,1047540232,0,30,36,32,41,39,40,35,35,31,39,26,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,19,384,12,4,0,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0
540233,1047540233,0,13,19,21,8,14,22,15,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,132,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540234,1047540234,0,7,9,8,8,6,8,8,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,56,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540345,1047540345,0,9,10,7,12,7,10,14,14,31,23,26,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,163,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540346,1047540346,0,15,10,11,16,9,18,9,14,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,102,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540347,1047540347,0,9,6,3,9,9,8,3,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,53,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540348,1047540348,0,8,9,15,14,9,17,12,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,90,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540344,1047540344,0,23,21,23,26,25,34,26,26,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,204,8,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540339,1047540339,0,12,16,17,16,19,25,16,30,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,151,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540340,1047540340,0,0,6,5,6,9,4,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,38,7,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540341,1047540341,0,21,14,28,18,19,27,19,19,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,165,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540342,1047540342,8,15,16,23,16,21,22,18,29,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,168,9,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540343,1047540343,0,31,42,29,38,35,45,40,42,30,27,28,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,387,15,4,0,2,2,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0
540338,1047540338,0,13,12,12,12,22,25,22,14,19,16,15,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,182,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540336,1047540336,0,4,4,3,10,4,8,5,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,44,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540337,1047540337,0,8,6,5,3,9,9,9,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,56,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540332,1047540332,0,6,5,14,5,16,7,10,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,72,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540333,1047540333,0,13,17,15,21,15,22,24,28,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,155,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540334,1047540334,2,2,3,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,15,8,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540335,1047540335,0,20,14,20,17,19,27,25,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,155,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540328,1047540328,0,5,10,9,15,12,19,18,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,98,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540329,1047540329,12,8,10,16,20,16,20,15,20,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,137,9,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540330,1047540330,0,11,10,15,14,14,22,19,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,122,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540331,1047540331,0,5,11,10,9,7,10,6,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,70,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540325,1047540325,0,5,7,5,5,10,4,10,10,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,56,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540326,1047540326,0,12,8,10,12,9,13,11,14,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,89,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540327,1047540327,13,15,10,9,14,20,22,19,11,15,10,18,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,176,12,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540349,1047540349,0,15,17,10,21,21,23,20,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,145,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540350,1047540350,0,17,11,16,20,19,12,24,14,24,18,10,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,185,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540351,1047540351,0,14,8,21,17,15,28,19,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,135,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540503,1047540503,6,19,15,21,16,23,12,25,21,23,20,15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12,216,12,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540504,1047540504,10,11,12,17,21,16,16,17,20,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,140,9,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540505,1047540505,9,24,21,17,27,19,32,31,23,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,203,9,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540508,1047540508,0,11,13,13,15,19,11,18,21,8,10,12,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,151,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540510,1047540510,0,13,7,9,7,10,14,18,13,14,6,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,125,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540511,1047540511,0,5,4,5,6,9,7,8,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,50,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540507,1047540507,0,20,43,22,26,22,27,36,24,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,220,9,3,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540506,1047540506,0,19,11,14,20,18,16,29,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,144,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540421,1047540421,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
540422,1047540422,0,13,20,25,17,11,14,16,22,9,19,15,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,181,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540423,1047540423,0,12,12,13,15,19,16,19,19,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,125,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540424,1047540424,0,8,10,6,4,7,15,7,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,66,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540425,1047540425,0,7,8,4,7,6,9,5,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,55,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540426,1047540426,0,11,5,10,9,6,8,8,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,77,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540418,1047540418,0,5,21,18,17,13,16,19,16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,125,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540419,1047540419,0,12,6,8,4,4,7,9,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,68,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540414,1047540414,0,21,21,13,20,14,15,26,9,55,52,64,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,14,310,14,4,0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
540415,1047540415,0,22,30,12,20,26,23,24,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,177,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540416,1047540416,0,15,18,27,13,10,16,17,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,133,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540417,1047540417,0,6,11,11,10,12,8,21,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,92,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540366,1047540366,0,21,30,27,22,24,40,24,27,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,9,215,8,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540367,1047540367,0,15,17,14,12,18,23,22,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,130,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540368,1047540368,0,13,24,21,27,12,32,20,23,48,53,55,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,14,328,14,4,0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
540369,1047540369,0,7,12,18,25,17,19,18,17,25,21,23,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,202,11,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540370,1047540370,0,7,5,7,9,3,13,11,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,66,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540372,1047540372,0,15,23,18,25,29,22,24,30,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,10,186,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540381,1047540381,0,13,19,15,23,19,17,18,15,9,17,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,179,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540382,1047540382,0,19,15,8,15,22,14,16,22,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,131,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540384,1047540384,0,9,8,14,12,12,10,12,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,85,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540383,1047540383,0,14,11,7,6,13,15,12,9,13,16,9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,125,11,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540385,1047540385,0,8,6,7,9,4,5,9,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,55,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540386,1047540386,0,6,9,6,5,10,8,9,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,58,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540387,1047540387,1,8,4,6,11,4,10,20,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,67,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540397,1047540397,0,18,16,15,24,29,26,31,29,50,62,56,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,2,2,0,0,0,0,0,0,15,356,14,4,0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
540398,1047540398,0,7,13,19,14,20,22,15,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,122,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540399,1047540399,0,1,1,5,4,3,5,6,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,32,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540400,1047540400,0,0,5,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,16,7,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540401,1047540401,0,4,7,6,9,17,6,11,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,66,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540402,1047540402,0,7,3,5,9,6,6,7,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,51,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540394,1047540394,0,18,21,25,17,24,14,19,19,23,28,17,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,225,11,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540395,1047540395,0,7,10,5,8,9,6,7,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,64,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540391,1047540391,8,11,4,4,13,15,6,6,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,71,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540392,1047540392,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
540393,1047540393,0,11,11,9,8,10,11,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,66,7,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
540427,1047540427,0,17,21,22,17,18,12,16,28,21,14,24,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,210,11,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540428,1047540428,5,8,8,4,5,10,10,6,13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,69,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540429,1047540429,0,3,14,9,15,10,24,15,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,110,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540430,1047540430,16,28,26,31,25,23,34,20,25,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,228,9,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540431,1047540431,0,7,5,5,5,2,8,11,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,46,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540432,1047540432,0,4,5,7,8,5,5,8,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,50,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540433,1047540433,0,23,27,20,24,26,24,29,28,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,201,8,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540434,1047540434,0,6,15,16,11,13,15,11,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,105,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540435,1047540435,0,5,0,7,1,2,4,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,27,7,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540436,1047540436,0,4,2,4,5,10,3,7,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,46,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540437,1047540437,0,14,15,15,18,24,21,12,16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,135,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540438,1047540438,0,11,15,12,13,17,13,7,14,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,102,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540439,1047540439,0,3,3,7,5,4,7,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,35,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540420,1047540420,0,11,6,4,11,12,12,11,17,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,84,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540405,1047540405,9,12,11,15,13,13,12,8,14,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,107,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540406,1047540406,3,2,4,5,1,8,10,6,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,42,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540407,1047540407,0,10,9,10,16,6,9,8,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,75,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540412,1047540412,0,8,9,18,13,19,17,10,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,106,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540413,1047540413,0,12,7,16,6,16,23,12,14,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,106,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540371,1047540371,0,26,14,22,22,21,11,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,146,8,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540360,1047540360,0,19,28,15,15,25,24,25,13,62,52,55,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,14,333,14,4,0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
540364,1047540364,0,7,12,13,12,16,13,8,14,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,95,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540365,1047540365,0,3,11,12,9,10,12,10,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,78,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540355,1047540355,0,12,17,15,9,13,13,13,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,103,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540359,1047540359,0,20,8,18,17,10,13,12,16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,114,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540380,1047540380,6,10,6,9,11,13,16,12,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,88,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540388,1047540388,0,15,25,17,21,23,27,28,18,27,26,23,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,250,11,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
540389,1047540389,0,0,11,6,12,9,22,16,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,87,7,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540390,1047540390,3,8,6,3,1,8,6,9,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,46,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
540396,1047540396,6,4,9,13,6,9,10,8,11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,76,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
